Name,Source,LinkedIn Profile,Status,LI Connection Sent,LI Connection Accepted,Loom Sent,Responded,Call Booked,Audit Call,Free or Paid,Need to Follow Up Date,Last Contact Date,Email,Company,Title,Notes,Meetings,"Action Items ",Projects
Ken Folwell,LI Loom Outreach,,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Mark Kelly,LI Loom Outreach,,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Daryl Hill,LI Loom Outreach,,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Dale Crowner,LI Loom Outreach,,Declined,Yes,Yes,Yes,No,No,No,,,,,,,,,,
Steve Middleton,LI Loom Outreach,,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Dave Rogers,LI Loom Outreach,,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Susan Coelius Keplinger,LI Loom Outreach,,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Gaby Cavins,LI Loom Outreach,,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Ryan Duffy,LI Loom Outreach,,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Rheanna Vaughn,LI Loom Outreach,,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Johnny O'Boyle,LI Loom Outreach,,Declined,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,
Tyler Goble,LI Loom Outreach,,Meeting Held,Yes,Yes,No,Yes,Yes,No,,,,,,,,,,
Gregory Lowhorn,LI Loom Outreach,,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Juan Dominguez,LI Loom Outreach,,Meeting Scheduled,Yes,Yes,No,Yes,Yes,Yes,,"May 1, 2026",,,,,,,,Lead Prospecting (https://www.notion.so/Lead-Prospecting-30271d52651c818dbcfedd2e2fb2e374?pvs=21)
Tim Barnes,LI Content Outreach,,Declined,Yes,Yes,No,Yes,No,No,,,,,,,,,,
Matthew Mitchelson,LI Loom Outreach,,Follow-Up Sequence,Yes,Yes,Yes,No,No,No,,,,,,,,,,
Nargis Kabiri,LI Loom Outreach,,Meeting Scheduled,Yes,Yes,Yes,Yes,Yes,No,,,,,,,,,,
John  Reeves,LI Loom Outreach,,Declined,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,
James Miller,LI Loom Outreach,,Follow-Up Sequence,Yes,Yes,Yes,No,No,No,,,,,,,,,,
Ann Dela Cruz,Warm Outreach/Text,,Meeting Scheduled,Yes,Yes,No,Yes,Yes,Yes,,,,,,,,,,
Neil Keegan,LI Loom Outreach,,Declined,No,Yes,Yes,No,No,No,,,,,,,,,,
Rick MacInnes,LI Loom Outreach,,Follow-Up Sequence,Yes,Yes,Yes,No,No,No,,,,,,,,,,
Michael Brown,LI Loom Outreach,,Declined,Yes,Yes,Yes,No,No,No,,,,,,,,,,
Brian Grana,LI Loom Outreach,,Follow-Up Sequence,Yes,Yes,Yes,No,No,No,,,,,,,,,,
Nick Anderson,LI Loom Outreach,,Declined,Yes,Yes,Yes,No,No,No,,,,,,,,,,
Jim Whitesides,LI Loom Outreach,,Meeting Scheduled,Yes,Yes,No,Yes,Yes,No,,,,,,,,,,
Nate George,Referral,,Meeting Scheduled,Yes,Yes,No,Yes,Yes,No,,,,,,,,,,
Phil Dillard,LI Loom Outreach,,Declined,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,
Mohamed El-Askary,Networking/Podcast,,Declined,Yes,Yes,No,No,No,No,,,,,,,,,,
Alberto Ramos,LI Loom Outreach,https://www.linkedin.com/in/alberto-j-ramos,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Adrianne G.,LI Loom Outreach,https://www.linkedin.com/in/adriannegleeson,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Allison M. Bergquist,LI Loom Outreach,https://www.linkedin.com/in/allisonmbergquist,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Allison Burns,LI Loom Outreach,https://www.linkedin.com/in/theallisonburns,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Andrew Powch,LI Loom Outreach,https://www.linkedin.com/in/andrewpowch,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Aaron Prupas,LI Loom Outreach,https://www.linkedin.com/in/aaronprupas,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Ahmed Alford,LI Loom Outreach,https://www.linkedin.com/in/ahmedalford,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Adrian Marcus,LI Loom Outreach,https://www.linkedin.com/in/adrianmarcus,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Alex W.,LI Loom Outreach,https://www.linkedin.com/in/alexanderdwang,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Alexander Dissinger,LI Loom Outreach,https://www.linkedin.com/in/alexdiss,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Andrew J. Thompson,LI Loom Outreach,https://www.linkedin.com/in/andrew-j-thompson-mba-2b76533,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Bobby Williams,LI Loom Outreach,https://www.linkedin.com/in/bobby-williams-bb54b0161,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Benjamin B.,LI Loom Outreach,https://www.linkedin.com/in/benjaminbutterworth,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Bob Pragada,LI Loom Outreach,https://www.linkedin.com/in/bobpragada,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Ben Pitts,LI Loom Outreach,https://www.linkedin.com/in/pittsben,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Anne Graft,LI Loom Outreach,https://www.linkedin.com/in/anne-graft-ab10b0385,Declined,Yes,Yes,No,No,No,No,,,,,,,,,,
Armando Lopez,LI Loom Outreach,https://www.linkedin.com/in/armando-lopez-510988255,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Bob L.,LI Loom Outreach,https://www.linkedin.com/in/boblivolsi,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Bob Hoffman,LI Loom Outreach,https://www.linkedin.com/in/bob-hoffman-ab84bb8,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Brent Brown,LI Loom Outreach,https://www.linkedin.com/in/brentbrown,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Armin Hoes,LI Loom Outreach,https://www.linkedin.com/in/muud,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Brian Hoekstra,LI Loom Outreach,https://www.linkedin.com/in/brian-hoekstra-42a06750,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Byron Gibson,LI Loom Outreach,https://www.linkedin.com/in/byronjgibson,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Brandon Tseng,LI Loom Outreach,https://www.linkedin.com/in/brandontseng,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Bruce Pringle,LI Loom Outreach,https://www.linkedin.com/in/bruce-pringle-p-e-3b9b0712,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Brock Zimmerman,LI Loom Outreach,https://www.linkedin.com/in/brock-zimmerman-4b768432,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Brandon Carter,LI Loom Outreach,https://www.linkedin.com/in/brandon-carter-rblp-t-203aa447,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Charles Cathlin,LI Loom Outreach,https://www.linkedin.com/in/charlescathlin,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Charles Swift,LI Loom Outreach,https://www.linkedin.com/in/charles-swift-b18b3812,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Charlie Ford,LI Loom Outreach,https://www.linkedin.com/in/charlie-ford-057011ba,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Carl M. Kenney,LI Loom Outreach,https://www.linkedin.com/in/carlmkenney,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Charles Kolster,LI Loom Outreach,https://www.linkedin.com/in/charles-kolster-69326417,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Chad Matheson,LI Loom Outreach,https://www.linkedin.com/in/chad-matheson-7a6b244,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Charley Moore,LI Loom Outreach,https://www.linkedin.com/in/charleymoore,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Canon Pattillo,LI Loom Outreach,https://www.linkedin.com/in/canonpattillo,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Chris Gonsalves,LI Loom Outreach,https://www.linkedin.com/in/chris-gonsalves-5b886124,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Chris Ackerson,LI Loom Outreach,https://www.linkedin.com/in/chris-ackerson-084a3610,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Chris Melling,LI Loom Outreach,https://www.linkedin.com/in/christopher-chris-melling-178b311,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Chris Allen,LI Loom Outreach,https://www.linkedin.com/in/the-chris-allen-team,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Chris Catalano,LI Loom Outreach,https://www.linkedin.com/in/chris-catalano-4212324,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Chris Biow,LI Loom Outreach,https://www.linkedin.com/in/chrisbiow,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Chris O.,LI Loom Outreach,https://www.linkedin.com/in/chrisokuda,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Charlie Harty,LI Loom Outreach,https://www.linkedin.com/in/charles-harty,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Craig Green,LI Loom Outreach,https://www.linkedin.com/in/craig-a-green-mba-cerc-775bb922,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Christian George,LI Loom Outreach,https://www.linkedin.com/in/christian-george-6454ab33,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Christie Adams,LI Loom Outreach,https://www.linkedin.com/in/christie-adams-6445ab328,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Christopher Greenberg,LI Loom Outreach,https://www.linkedin.com/in/christopher-greenberg-,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Christopher Nigon,LI Loom Outreach,https://www.linkedin.com/in/christopher-nigon-22232b2,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Colleen Moselle,LI Loom Outreach,https://www.linkedin.com/in/colleen-moselle,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Christopher Pietras,LI Loom Outreach,https://www.linkedin.com/in/christopherpietras,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Clinton Holmes,LI Loom Outreach,https://www.linkedin.com/in/clinton-holmes-mba-atp-58049a243,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Daniel Chun,LI Loom Outreach,https://www.linkedin.com/in/daniel-chun-9901b1,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Dan Berschinski,LI Loom Outreach,https://www.linkedin.com/in/danberschinski,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Dana John Woodall,LI Loom Outreach,https://www.linkedin.com/in/dana-john-woodall-3048a0,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Daron Lenzendorf,LI Loom Outreach,https://www.linkedin.com/in/daron-lenzendorf-99ab916a,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Daniel CaJacob,LI Loom Outreach,https://www.linkedin.com/in/dcajacob,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Dave Priddy,LI Loom Outreach,https://www.linkedin.com/in/davidpriddy,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Dave Rojewski,LI Loom Outreach,8039266,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Darrel Vaughn,LI Loom Outreach,https://www.linkedin.com/in/connectwithdarrel,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Daryl Watkins,LI Loom Outreach,https://www.linkedin.com/in/darylwatkins,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Derek Vogel,LI Loom Outreach,https://www.linkedin.com/in/derek-vogel-1031exchange,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Dennis Groseclose,LI Loom Outreach,71827417,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Dean Zettler,LI Loom Outreach,https://www.linkedin.com/in/deanzettler,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
David Ely,LI Loom Outreach,87893310,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
David Inniss,LI Loom Outreach,https://www.linkedin.com/in/davidinniss,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Donald Lewis,LI Loom Outreach,https://www.linkedin.com/in/donald-lewis-8b215965,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
DJ Jones,LI Loom Outreach,https://www.linkedin.com/in/david-e-m-jones,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Don Lewis,LI Loom Outreach,https://www.linkedin.com/in/don-lewis-b2779a85,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Dick H.,LI Loom Outreach,871600143,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Doug Sefton,LI Loom Outreach,35030436,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Doug Carpenter,LI Loom Outreach,3766936,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Drew Lipner,LI Loom Outreach,https://www.linkedin.com/in/drewlipner,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Doug Raymond,LI Loom Outreach,https://www.linkedin.com/in/draymond,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Edward Batten,LI Loom Outreach,https://www.linkedin.com/in/edwardbatten,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Duane Dick,LI Loom Outreach,76738511,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Douglas Petersen,LI Loom Outreach,https://www.linkedin.com/in/douglas-petersen-b701a413,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Dylan Wheeler,LI Loom Outreach,https://www.linkedin.com/in/dylanjwheeler,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Edward Lankas,LI Loom Outreach,https://www.linkedin.com/in/edward-lankas-3866bb4,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Edward M. Daly,LI Loom Outreach,https://www.linkedin.com/in/edward-m-daly,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Fahim Hashim,LI Loom Outreach,https://www.linkedin.com/in/fahim-hashim-1ab44721,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Elizabeth O.,LI Loom Outreach,9598828,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Edward Van Every,LI Loom Outreach,https://www.linkedin.com/in/edward-van-every-3b21032,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Fattis Mann,LI Loom Outreach,https://www.linkedin.com/in/fattis-mann-cissp-crisc-cdpse-cgrc-6741b210,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Frank McClung,LI Loom Outreach,https://www.linkedin.com/in/frankmcclung,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Gaby Espino,LI Loom Outreach,https://www.linkedin.com/in/gabyespino,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Florian Crosbie,LI Loom Outreach,https://www.linkedin.com/in/florian-crosbie-a25aab1a8,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Garth Smelser,LI Loom Outreach,https://www.linkedin.com/in/garthsmelser,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Gary Buxton,LI Loom Outreach,https://www.linkedin.com/in/gary-buxton-350a25b,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Felipe Serrano Jr.,LI Loom Outreach,https://www.linkedin.com/in/felipe-serrano-jr-mba-b948aa14,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Gregory Cook,LI Loom Outreach,https://www.linkedin.com/in/gregorycookgalexan,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Glen Hamilton,LI Loom Outreach,https://www.linkedin.com/in/glenshamilton,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Grant Schweikert,LI Loom Outreach,https://www.linkedin.com/in/grantschweikert,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Hans Rittinger,LI Loom Outreach,https://www.linkedin.com/in/hans-rittinger-8038b86,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Graham Anderson,LI Loom Outreach,https://www.linkedin.com/in/graham-anderson-0190b26b,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Gene Baker,LI Loom Outreach,3164,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Ian Deming,LI Loom Outreach,https://www.linkedin.com/in/ian-deming,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Iven Rosheim,LI Loom Outreach,https://www.linkedin.com/in/iven-rosheim-6b14a599,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Ian Berry,LI Loom Outreach,https://www.linkedin.com/in/ian-x-berry,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Hasan Abdullah,LI Loom Outreach,https://www.linkedin.com/in/hasan-abdullah19,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Heather Shannon,LI Loom Outreach,https://www.linkedin.com/in/heather-shannon-b73269171,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jack Barnes,LI Loom Outreach,458998111,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jack Goldschmidt,LI Loom Outreach,https://www.linkedin.com/in/jack-goldschmidt-304b4,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jaccoma Maultsby,LI Loom Outreach,59743315,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Brady Beauchamp,Referral,https://www.linkedin.com/in/bradybeauchamp2007,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,Newsletter and News Research Automation (https://www.notion.so/Newsletter-and-News-Research-Automation-30271d52651c818a87e5fecd428f653c?pvs=21)
Jack Saville,LI Loom Outreach,https://www.linkedin.com/in/jack-m-saville,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Jacob Turner,LI Loom Outreach,https://www.linkedin.com/in/jacob-turner-848b45157,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jake Parsons,LI Loom Outreach,https://www.linkedin.com/in/japar1,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jacobo Laya Jr,LI Loom Outreach,https://www.linkedin.com/in/jacobo-laya-jr-75203a48,Declined,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,
James Pfeiffer,LI Loom Outreach,https://www.linkedin.com/in/james-pfeiffer-53055232,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Jarred Mack,LI Loom Outreach,https://www.linkedin.com/in/jarred-mack,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jason Lamb,LI Loom Outreach,https://www.linkedin.com/in/jasondlamb,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jamieson Slough,LI Loom Outreach,https://www.linkedin.com/in/jamiesonslough,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jamil Walker,LI Loom Outreach,https://www.linkedin.com/in/jamilwalker,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jason Jones,LI Loom Outreach,47259016,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jeff Amacker,LI Loom Outreach,7767298,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jason Whitehead,LI Loom Outreach,https://www.linkedin.com/in/jason-whitehead-4b0142a,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jeff Houfek,LI Loom Outreach,1752999,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jeff Jansen,LI Loom Outreach,https://www.linkedin.com/in/jeffjansenhouston,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jason Mitchell,LI Loom Outreach,https://www.linkedin.com/in/jason-mitchell,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jeffrey Cunningham,LI Loom Outreach,https://www.linkedin.com/in/jeffrey-cunningham-81degs,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jessica Franz,LI Loom Outreach,https://www.linkedin.com/in/jessica-franz-cpa-b0073614,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jeff Staser,LI Loom Outreach,https://www.linkedin.com/in/jeff-staser-178a431,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jeffrey T.,LI Loom Outreach,https://www.linkedin.com/in/jeffrey-turner08,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jennifer Membrino,LI Loom Outreach,https://www.linkedin.com/in/jennifer-membrino-b33a7812b,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jim Camden,LI Loom Outreach,https://www.linkedin.com/in/jim-camden-57a4841,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jim Warner,LI Loom Outreach,https://www.linkedin.com/in/jim-warner-407743b,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jim Babb,LI Loom Outreach,https://www.linkedin.com/in/jim-babb-7a611815,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
John Montgomery,LI Loom Outreach,48454429,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
John Laney,LI Loom Outreach,https://www.linkedin.com/in/johnlaney,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
John Graham,LI Loom Outreach,719758,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
John Ives,LI Loom Outreach,https://www.linkedin.com/in/john-ives-1b2406261,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
John Kolesa,LI Loom Outreach,52105810,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Joe McClain,LI Loom Outreach,https://www.linkedin.com/in/joemcclain,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
John Horton,LI Loom Outreach,https://www.linkedin.com/in/john-horton-48a75819,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Joe Mangino,LI Loom Outreach,74803115,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
John H. Stringfellow,LI Loom Outreach,https://www.linkedin.com/in/john-h-stringfellow-ab8a78113,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
John Quinn,LI Loom Outreach,https://www.linkedin.com/in/johnquinnusna04,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
John J. Watson,LI Loom Outreach,https://www.linkedin.com/in/john-j-watson-a40b3114,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
John Wojnaroski,LI Loom Outreach,https://www.linkedin.com/in/john-wojnaroski-7708a11a,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jon Iadonisi,LI Loom Outreach,https://www.linkedin.com/in/joniadonisi,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jon MacHarg,LI Loom Outreach,https://www.linkedin.com/in/jonmacharg,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
John Warden,LI Loom Outreach,187417,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Joshua McClure,LI Loom Outreach,https://www.linkedin.com/in/scotchmcclure,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Joseph LaSata,LI Loom Outreach,https://www.linkedin.com/in/joseph-lasata,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Josh Bowen,LI Loom Outreach,https://www.linkedin.com/in/joshua-c-bowen,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jordan Weisman,LI Loom Outreach,https://www.linkedin.com/in/jordan-weisman-3b463225,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Josh D. Martin,LI Loom Outreach,https://www.linkedin.com/in/josh-d-martin,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Kari Zeller,LI Loom Outreach,https://www.linkedin.com/in/kari-zeller,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Jonathan Field,LI Loom Outreach,https://www.linkedin.com/in/jonathan-field-1451b04,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Joshua Woodburn,LI Loom Outreach,https://www.linkedin.com/in/joshua-woodburn-ab6133134,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Justin Mikolay,LI Loom Outreach,https://www.linkedin.com/in/justinmikolay,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Kala Anderson,LI Loom Outreach,18266418,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Ken Stevenson,LI Loom Outreach,9396914,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Keith Biggers,LI Loom Outreach,https://www.linkedin.com/in/keith-biggers-2ba3921a7,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Keith Silver,LI Loom Outreach,https://www.linkedin.com/in/knsilver,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Kathy Brown,LI Loom Outreach,https://www.linkedin.com/in/kathy-brown-a9190a126,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Kelii Chock,LI Loom Outreach,https://www.linkedin.com/in/kelii-chock,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Kevin Elgan,LI Loom Outreach,https://www.linkedin.com/in/kevinelgan,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Kerry Smith,LI Loom Outreach,https://www.linkedin.com/in/kerry-smith-pmp-cem-cdsm-a28a9224,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Kevin Pickard Jr.,LI Loom Outreach,https://www.linkedin.com/in/kevinpickard-jr,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Kevin Peterson,LI Loom Outreach,https://www.linkedin.com/in/kevinpete,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Kyle Bibby,LI Loom Outreach,https://www.linkedin.com/in/kylebibby,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Kevin Seiff,LI Loom Outreach,https://www.linkedin.com/in/kevin-seiff,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Larry Blake,LI Loom Outreach,https://www.linkedin.com/in/larry-blake-5b88ab29,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Lakshmi Kopparapu,LI Loom Outreach,https://www.linkedin.com/in/lakshmikopparapu,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Kyle Davis,LI Loom Outreach,https://www.linkedin.com/in/kyledaviscw,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Kyle Parmeter,LI Loom Outreach,92507712,Connection Accepted,Yes,Yes,No,No,No,No,,,,,,,,,,
Larry Davis,LI Loom Outreach,https://www.linkedin.com/in/larrydavis404,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Larry Layne,LI Loom Outreach,https://www.linkedin.com/in/larry-layne-53ab8a5,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Larry Roberts,LI Loom Outreach,https://www.linkedin.com/in/larry-roberts-7064a87,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Kyle Malone,LI Loom Outreach,https://www.linkedin.com/in/kyle-malone-62651a167,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
Lance Patterson,LI Loom Outreach,66976617,Connection Requested,Yes,No,No,No,No,No,,,,,,,,,,
